Year,CM,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,TOTAL
1993,14,0,7079.749759,32071.79808,40864.74576,37190.98892,1594.653972,1226.675987,8208.254498,8577.207641,5809.473329,43666.7037,0,186290.2516
1994,14,4177.496852,176447.7361,351029.0294,188180.1361,99844.08524,105253.538,17246.78562,86019.64482,40018.35429,129048.4226,88699.2944,53645.26103,1339609.785
1995,14,25288.7482,96511.13345,79195.10752,18416.51988,29428.16521,5356.066282,17738.34133,473.650097,9533.343206,3009.91053,2592.62474,383.0037104,287926.6141
1996,14,58359.48901,37424.54123,56928.25774,28989.31678,8753.965035,11739.36369,257.8019744,1543.84184,17759.69359,7050.982406,2422.684106,0,231229.9374
1997,14,46021.55787,58180.82598,179624.9343,93967.38516,50436.82595,7421.17565,2954.745285,2347.028663,3350.425295,3873.078667,16153.21213,,464331.195
1998,14,113294.1976,79554.10802,94861.53307,134768.5516,62507.59939,190438.0209,159796.0178,108581.0949,213665.4842,266260.562,311767.2213,51893.28285,1787387.674
1999,14,77195.15052,322274.1009,649902.259,427191.7359,452773.613,221499.8435,34805.14872,2696.362794,94727.70357,327346.9651,159940.5167,4198.565464,2774551.965
2000,14,1628.81677,103348.2499,132840.6832,79980.36689,61421.00655,4283.883396,3640.940655,,35938.72477,8190.590077,3121.639846,0,434394.902
2001,14,7673.640176,3738.472782,17109.15786,26915.87445,2047.587062,3918.005467,,,9622.621694,70757.92673,58244.59526,,200027.8815
2002,14,18662.81928,8040.336025,25691.46323,175645.5344,153526.6967,20082.22236,6277.739123,,52610.19811,,,,460537.0092
2003,14,0,62155.13566,253689.3006,358894.2887,89586.72358,89934.43552,21280.07535,,323482.9744,82867.06911,10053.83762,0,1291943.841
2004,14,,242047.9116,420809.2163,809418.3908,320721.5446,39983.15979,70813.49789,,96134.29194,175467.4542,74395.99939,33008.59693,2282800.063
2005,14,,134453.3336,181653.9237,611622.8116,546518.7,160866.4484,82915.20996,,115276.1123,165405.7121,,,1998712.252
2006,14,,30920.20184,369615.9035,1044853.376,672834.9014,95074.60987,99294.33428,,505537.1188,538055.9654,175384.3164,74622.9903,3606193.718
2007,14,,66126.32726,471804.6277,664954.2745,396731.4885,50306.74974,15575.87091,,58087.92305,188523.7791,102651.0589,4689.197612,2019451.297
2008,14,,3489.454816,87907.52586,241825.5093,648892.8251,214042.6457,9228.998573,,,101489.98,26385.09892,33131.81456,1366393.853
2009,14,,0,65469.35769,199414.8208,147188.9673,55980.27647,103827.9139,13740.23389,0,61102.9011,67900.71631,10785.3277,725410.5151
2010,14,,22792.46521,30354.18594,569569.7133,197000.2104,18069.75739,2031.496245,20102.00322,345.2777675,67553.34858,42144.83526,9333.025329,979296.3186
2011,14,,0,215004.2658,393896.7588,193248.3953,0,38550.43326,3068.619072,189.5241822,14247.14117,36115.89578,2357.437998,896678.4714
2012,14,,0,3934.852668,139953.5123,492.0187717,20332.644,14036.52755,6669.094968,29.63576549,37915.5924,32573.31814,59706.917,315644.1136
2013,14,,407.8060899,145359.8544,51524.44641,36147.6773,25228.68781,4344.063781,,,1177.811934,10001.39957,9515.682944,283707.4302
2014,14,,6489.833511,81534.17593,152020.6651,39939.15509,7671.637665,4043.030938,0.06886654,0.114820288,9146.210755,2398.052064,628.7566481,303871.7014
2015,14,0,0,6781.148982,53529.57402,41870.45736,230.7509263,0,0.81841344,1.407680902,7278.840356,46878.08717,18691.41184,175262.4967
2016,14,0.280623364,1960.723106,56516.8636,26925.85497,11352.33458,8755.374771,6046.858694,7.803472127,0.760837745,4223.983864,30672.96877,225.5040268,146689.3113
2017,14,,1691.471246,23576.69284,28879.59255,15265.13112,1991.906589,3754.413634,0,0.168857076,18986.75365,59111.03964,39126.6171,192383.7872
2018,14,0.343674517,6776.042381,63646.91917,25959.14733,20727.60172,21994.4745,,,,,,,139104.5288
1991,14.5,23715.65997,93663.20012,80425.69566,43980.80694,7404.662068,2140.129031,,5513.90896,3018.823394,8305.962197,36339.71462,50827.1297,355335.6927
1992,14.5,1635.535548,53470.19486,223162.1929,80288.12942,7642.618719,0,62502.83047,18457.29806,6553.984452,2865.096856,15042.4046,7947.211496,479567.4974
1993,14.5,0,2359.916586,33089.9504,49037.69491,26630.58466,0,13493.43585,11742.36407,10078.21898,8852.530787,59754.43664,1510.983709,216550.1166
1994,14.5,4177.496852,168240.8646,279633.2946,123108.5003,34232.2578,84686.75473,5593.552093,87952.67054,25894.22924,132583.9958,92768.06937,32783.21507,1071654.901
1995,14.5,26974.66474,67021.62045,31331.66281,17371.61095,29108.29385,10117.01409,12529.46332,530.0370133,7447.92438,2325.839955,762.5366882,1149.011131,206669.6794
1996,14.5,29179.7445,64453.37656,83084.48427,20899.27489,11185.62199,10541.46944,1031.207898,4631.525519,18943.67316,2350.327469,0,0,246300.7057
1997,14.5,97565.70269,83115.46569,204496.0791,73738.2953,72267.69092,14842.3513,7641.582635,9388.114652,1675.212648,6699.379317,11797.28976,,583227.164
1998,14.5,100293.2241,54693.44926,36082.30092,92527.66226,71589.90015,180291.7329,130742.1964,64753.81657,135508.8992,213171.7997,182884.2361,45938.31596,1308477.533
1999,14.5,138233.1765,299855.033,597384.9048,448821.6972,471541.4312,179383.6761,33956.24266,1976.571031,104200.4739,350034.3785,168237.1429,4844.498613,2798469.226
2000,14.5,3257.633539,85262.30613,73800.37955,102003.9462,26747.85769,5354.854245,910.2351638,,15150.63887,11115.80082,1560.819923,0,325164.4721
2001,14.5,1278.940029,3738.472782,4277.289464,4078.162795,0,1763.10246,,,14708.86459,69157.87311,25735.98395,,124738.6892
2002,14.5,18662.81928,13400.56004,28260.60955,65602.54898,102087.3396,11398.01809,3964.887867,,58502.5403,,,,301879.3237
2003,14.5,0,29005.72998,128682.9786,119631.4296,52833.19596,71376.53613,0,,236660.7042,93225.45275,5585.465347,0,737001.4925
2004,14.5,,286584.7274,231118.0152,434266.6085,197726.3892,33455.29697,126452.6748,,102113.9369,135037.1652,62142.54067,31194.93776,1640092.293
2005,14.5,,98937.35868,121643.2525,302296.3322,338640.4214,165077.612,73641.79832,,137601.4673,199681.8007,,,1437520.043
2006,14.5,,14429.42753,64066.7566,582132.595,442805.8753,36695.46346,60725.46063,,381639.8285,531025.2571,186345.8362,79360.95794,2379227.458
2007,14.5,,106051.6569,395821.1109,510525.0031,241794.9309,20961.14572,9968.557385,,110554.4342,221310.5233,103556.2711,2344.598806,1722888.232
2008,14.5,,16574.91038,76622.10024,123454.4642,491203.1957,118778.595,26764.09586,,,118548.934,40654.5912,31703.7191,1044304.606
2009,14.5,,0,59649.85923,119276.1545,70021.93588,45075.0278,56633.40758,12955.07767,0,61693.2673,46579.23534,8388.588208,480272.5535
2010,14.5,,14326.69241,30354.18594,241568.4776,79958.90892,15850.66437,5078.740613,20711.15484,230.1851783,61057.83429,34692.39488,14863.707,518692.9461
2011,14.5,,0,69512.65737,171806.0331,126162.1648,0,29316.79655,6137.238144,0,9972.998821,35295.07997,4714.875997,452917.8448
2012,14.5,,6696.895175,17706.83701,77662.06464,3690.140788,15061.21778,18375.0906,7336.004465,29.63576549,34815.57541,33266.36746,51663.49813,266303.3272
2013,14.5,,1304.979488,101012.7802,40864.21612,26622.27585,19650.06707,3692.454214,,,863.7287514,12223.93281,13593.83278,219828.2672
2014,14.5,,10576.02498,20707.0923,201792.5554,40623.04473,7547.901574,2117.778111,0.086083176,0.135696704,9527.30287,6714.545779,1781.47717,301387.9447
2015,14.5,0.0149586,0,14315.75896,77946.57269,60169.39798,230.7509263,0,0.81841344,0.312817978,9358.509029,69379.56901,14018.55888,245420.2637
2016,14.5,0.360259724,5963.866113,19664.77172,11380.26467,9641.708821,6695.286589,4199.207427,5.164062437,12.55382279,4364.783326,31220.70035,2029.536242,95178.2034
2017,14.5,,4974.915431,29077.92117,27074.61802,25521.3911,7082.334538,3615.361277,0,0.084428538,26885.24316,60112.92167,19563.30855,203908.0993
2018,14.5,0.211492011,6601.26351,50629.95116,19253.03427,25585.63338,25467.28627,,,,,,,127537.3801
1991,15,28985.80663,53521.82864,52851.17143,39982.55177,3702.331034,1070.064515,,2573.157515,710.3113869,7618.207365,28141.12047,102924.9376,322081.4884
1992,15,0,22279.24786,129308.9342,76719.76811,6529.615993,0,29537.20259,10743.80036,8579.761465,2027.191172,15464.15426,10596.28199,311785.958
1993,15,0,0,12217.82784,48294.69953,15151.88437,0,19136.14539,7410.229755,12758.59637,8022.606025,62052.6842,1510.983709,186555.6572
1994,15,4177.496852,41034.35723,184438.9816,61554.25013,17116.1289,36294.32345,2330.646706,67655.90042,28719.05425,96344.37032,85444.27442,49174.82261,674284.6068
1995,15,18545.08201,83106.80936,18578.57393,17632.83818,22390.99527,10265.79371,8728.390177,315.7667313,4617.713116,4104.42345,838.790357,383.0037104,189508.18
1996,15,12968.77534,49899.3883,73852.87491,26966.80631,12158.28477,16770.51956,2320.217769,10806.89288,63934.89691,15277.12855,0,0,284955.7853
1997,15,82838.80417,104725.4868,257001.8291,109628.616,115929.4209,22775.33217,12022.75668,10796.33185,5584.042159,8792.935353,8167.354449,,738262.9096
1998,15,55347.00144,41434.43126,36082.30092,50286.77297,47014.26279,142048.032,50844.18748,30402.70656,77594.30743,115978.527,89282.06801,25095.93187,761410.5297
1999,15,111304.6356,375519.3871,423421.1688,324449.4197,546612.7038,166904.8117,52632.17612,1268.204535,113866.5661,261715.5191,142886.3406,6459.331484,2527040.265
2000,15,17916.98447,43923.00619,147600.7591,134459.7472,47551.74701,3212.912547,1517.058606,,18321.70282,9360.674373,1560.819923,0,425425.4123
2001,15,1278.940029,1869.236391,0,2446.897677,0,195.9002733,,,4673.844823,30756.58624,5418.101885,,46639.50732
2002,15,0,5360.224017,5138.292646,48672.85892,64101.35276,5427.627664,2643.258578,,94698.3566,,,,226041.9712
2003,15,0,4143.675711,40443.22183,71132.20137,22970.95476,31405.6759,15200.05382,,144236.9973,44886.3291,10053.83762,2142.409473,386615.3568
2004,15,,375658.3589,250741.2429,298984.6022,175929.7793,17135.63991,123923.6213,,116603.0766,170615.8195,68706.89355,11970.15054,1610269.185
2005,15,,88789.93728,77851.68158,160287.3575,234701.2822,106963.5547,56731.45944,,136098.7992,184587.7433,,,1046011.815
2006,15,,20613.46789,144150.2024,240689.4383,212776.8492,16679.75612,40210.10231,,261359.9774,504143.1374,181892.7188,42641.70875,1665157.359
2007,15,,145145.2089,438230.5156,472371.889,180759.3172,10480.57286,5607.313529,,129292.4739,298410.6015,106452.95,2188.292219,1788939.135
2008,15,,27043.27482,92065.31424,90775.34134,264130.1293,115160.9728,25225.92943,,,177499.4968,50616.31222,45413.43547,887930.2065
2009,15,,0,23277.99385,42864.86803,64305.85948,39258.89518,33465.19539,5888.671667,2679.363636,102723.7178,64292.46568,9586.957951,388343.9887
2010,15,,9116.986082,33856.59201,82000.30892,42876.51638,15533.65109,6094.488735,11269.30484,0,39622.63715,24927.12817,18320.38305,283617.9964
2011,15,,0,50113.77624,61459.06875,64082.36943,0,24238.29636,5625.801632,0,9972.998821,12038.63193,2652.117748,230183.0609
2012,15,,4464.596784,21641.68968,63100.42752,0,5271.426222,15312.5755,5335.275975,0,25515.52445,38117.71272,60016.27927,238775.5081
2013,15,,1060.295834,57076.327,26650.57573,19050.8029,19566.80407,3149.446241,,,2041.540685,17363.54093,11384.83495,157344.1683
2014,15,,16585.13008,27178.05864,165545.6353,47461.94115,4454.499289,3465.45509,0.120516446,0.125258496,12957.1319,4076.688509,3667.747114,285392.5328
2015,15,0.0149586,146.3686242,15320.37363,167162.5294,103280.4615,307.6679017,590.4058372,0,0.312817978,12893.94577,88130.80387,18691.41184,406524.2961
2016,15,0.656051918,5310.291745,26477.76349,16810.06415,10574.77742,11330.485,4031.23913,5.737847152,23.01534179,9433.563964,41148.33533,4284.57651,129430.506
2017,15,,5969.898517,27977.6755,31887.88344,41144.29873,11730.11658,5283.989559,0,0.063321403,26505.50809,60112.92167,11936.93403,222549.2894
2018,15,0.118964256,4974.475558,33299.22049,13628.55235,18784.38906,32991.71176,,,,,,,103678.4682
1991,15.5,47431.31995,26760.91432,16085.13913,19991.27588,1524.489249,1070.064515,,735.1878614,887.8892336,2592.306673,17505.10643,77511.3728,212095.066
1992,15.5,4906.606645,26735.09743,57354.76921,28546.89046,2745.406724,0,11867.62604,6611.569453,9413.90494,2216.395681,16588.82003,27815.24024,194802.3268
1993,15.5,3101.244789,0,8654.294719,31577.30354,7346.368181,0,21834.83256,9462.29338,7505.056686,10097.41793,52859.69395,10576.88596,163015.3917
1994,15.5,2088.748426,12310.30717,113043.2468,42208.62866,2852.68815,16937.35095,0,49292.15602,8945.279194,75130.93098,35805.21976,26822.63051,385437.1866
1995,15.5,55635.24603,50936.43154,16689.22743,12016.45269,11835.24036,10414.57333,7039.024336,304.4893481,2830.211264,8208.8469,1143.805032,6128.059366,183181.6076
1996,15.5,35664.13217,41582.82359,75391.47647,31011.82725,15076.27312,11260.20599,1804.613821,6947.288278,63934.89691,10576.47361,0,0,293250.0112
1997,15.5,84679.66648,98907.40417,251474.9081,116806.6802,96356.92123,23287.13738,11207.65453,7745.194588,13122.49907,5129.212289,5263.406201,,713980.6842
1998,15.5,25630.4906,31490.16776,19205.09565,31177.79924,25109.89035,67121.59753,16948.06249,12634.89104,20804.27083,32670.00761,34560.80052,9357.805104,326710.8787
1999,15.5,102328.4553,246609.7468,305257.1217,174842.1873,436351.7721,166904.8117,34805.14872,874.0328549,93374.45066,208238.0446,105090.5989,4844.498613,1879520.869
2000,15.5,16288.1677,23253.35622,108240.5567,133300.6115,41607.77863,1070.970849,910.2351638,,10570.21317,5265.379335,7804.099614,0,348311.3688
2001,15.5,0,0,0,1631.265118,0,0,,,4536.378799,13511.5639,2709.050942,,22388.25876
2002,15.5,0,5360.224017,15414.87794,4232.422515,10287.87143,542.7627664,330.4073223,,53451.96128,,,,89620.52727
2003,15.5,0,5179.594639,11029.96959,16166.4094,9188.381905,21412.96084,6080.021528,,68617.60064,37980.74001,558.5465347,0,176214.2251
2004,15.5,,280775.5775,187510.8425,114819.1818,76288.1344,13055.72565,60697.28391,,87624.79719,117247.8381,54702.94073,14872.00521,1007594.327
2005,15.5,,91326.79263,118399.4324,112482.3562,63704.63374,74116.47885,39275.62577,,98102.7622,156286.3857,,,753694.4675
2006,15.5,,28858.85505,160166.8915,113814.3856,103513.0618,25019.63418,23797.81565,,153741.1632,463199.6012,128455.3099,43826.20065,1244392.919
2007,15.5,,175505.095,489475.213,517792.263,133808.8452,4192.229145,2803.656764,,141472.1997,375254.5332,112789.4351,937.8395224,1954031.31
2008,15.5,,34022.18446,83749.73747,66810.65123,164785.6628,101293.4211,25841.196,,,201036.5348,38904.55913,25991.33728,742435.2842
2009,15.5,,0,14548.74615,12113.98444,71450.95498,39258.89518,26600.53992,7458.984112,0,111874.3938,55435.85051,8388.588208,347130.9373
2010,15.5,,7814.559499,16344.56166,93081.43174,30129.44394,12680.5315,0,6700.667742,0,23383.85143,12849.03514,9333.025329,212317.108
2011,15.5,,0,25865.17483,27935.94034,29037.32365,0,20083.15984,2045.746048,0,2849.428234,23256.44804,2799.457623,133872.6786
2012,15.5,,2232.298392,13771.98434,64718.3872,0,3765.304444,8677.126119,0,0,13115.45649,19405.38102,32483.03775,158168.9757
2013,15.5,,407.8060899,34902.78989,10882.31842,5861.785509,8659.35159,1158.417008,,,235.5623867,5417.42477,2208.997826,69734.45349
2014,15.5,,19950.22894,7765.159613,88723.80453,25714.25054,1979.777462,1155.151697,0.017216635,0.10438208,2858.190861,4916.006731,3353.36879,156416.0608
2015,15.5,0.074793,512.2901847,7785.763646,146188.9536,98007.88537,230.7509263,0,0,0,10744.95481,66350.52338,49064.95607,378886.1528
2016,15.5,0.690181787,2695.99427,20593.81605,12719.11934,8086.594495,7835.692547,3023.429347,3.098437462,1.52167549,9292.764501,36698.0162,4059.072483,105009.8095
2017,15.5,,1890.467864,29549.45502,24968.81439,35300.61572,10402.17885,1390.523568,0,0.105535672,17315.91932,59556.32055,7626.37452,188000.7754
2018,15.5,0.039654752,3159.464206,27169.13672,13051.68241,25585.63338,21415.67254,,,,,,,90381.62891
1991,16,55336.53994,16725.57145,2297.877019,7196.859318,1088.920892,0,,0,0,1163.892792,13738.18479,56545.18179,154093.028
1992,16,1635.535548,31190.947,25027.53565,19625.98719,2374.405816,0,4219.600369,3581.266787,3574.90061,1297.40235,18275.81868,59604.08622,170407.4862
1993,16,9303.734366,0,7636.142399,22661.35901,10101.25625,0,16682.79342,3762.116645,4824.679298,6086.114916,34473.71345,25686.72305,141218.6328
1994,16,6266.245278,32827.48578,47597.15653,36932.55008,1426.344075,8468.675473,1398.388023,25129.33444,6120.454185,23865.11925,33363.95477,16391.60754,239787.3154
1995,16,85981.74387,88468.539,19050.91056,10579.70291,13647.84474,8331.65866,5490.438982,225.5476652,2532.294289,22574.32897,610.0293506,26044.25231,283537.2913
1996,16,16210.96917,110194.4825,66159.86711,38427.69899,13617.27894,15093.4676,3093.623693,13122.65564,50911.12161,27616.34775,0,0,354447.513
1997,16,73634.49259,92258.16691,245947.987,138340.8726,83559.51763,20984.01391,11003.87899,5867.571658,8096.86113,9944.391173,4083.677225,,693721.4308
1998,16,10400.77879,20440.98609,10475.50672,16594.63508,18698.85452,51511.92369,16948.06249,5922.605174,10683.27421,17968.50419,5040.116742,3402.83822,188088.0859
1999,16,61038.02599,210178.7615,210069.4171,266769.5229,473887.4084,168464.6697,40747.49119,399.8843127,78681.99051,197704.6027,100020.4384,5167.465187,1813129.678
2000,16,8144.083848,46506.71244,137760.7085,141414.5617,48542.4084,3212.912547,1820.470328,,8808.510973,2925.210742,1560.819923,0,400696.3994
2001,16,3836.820088,1869.236391,0,0,0,0,,,137.4660242,3911.242181,0,,9754.764684
2002,16,0,0,7707.438969,2116.211257,791.3747254,0,330.4073223,,40825.51373,,,,51770.94601
2003,16,0,7251.432494,3676.65653,12933.12752,0,5710.12289,0,,19605.02875,6905.589093,0,0,56081.95728
2004,16,,236238.7618,135182.2353,89809.06302,49820.82246,13055.72565,35406.74895,,48067.14597,50942.16413,31946.51738,11244.68687,701713.8715
2005,16,,68495.09447,124887.0725,206686.3294,43587.38098,31162.61042,12546.38045,,82861.41403,104086.104,,,674312.3863
2006,16,,39165.589,190968.2168,147398.9584,69008.70784,33359.51224,19694.74399,,160071.6816,337887.5663,87007.06323,29612.29774,1114174.337
2007,16,,182575.2054,507145.7983,461470.9993,93900.94402,4192.229145,1246.069673,,108680.6302,331197.3457,87624.53707,625.2263483,1778658.985
2008,16,,51469.45854,121763.8027,97311.16592,109594.2925,92249.36563,34147.29472,,,148348.1196,78078.35396,37416.10093,770377.9545
2009,16,,0,7274.373077,931.8449572,45728.61119,30534.69625,29174.78572,9029.296556,0,137260.1402,57075.96443,5991.84872,323001.5611
2010,16,,12373.05254,19846.96773,113027.4528,26652.96964,14265.59794,10157.48123,5482.364516,115.0925892,15914.01,13876.95795,3456.676048,235168.623
2011,16,,0,17782.3077,13967.97017,7009.009157,0,8079.43212,1022.873024,0,2849.428234,820.8158133,1473.398749,53005.23497
2012,16,,4464.596784,37381.10035,63100.42752,0,1506.121778,5359.401426,666.9094968,0,5961.571133,12474.8878,21036.63397,151951.6503
2013,16,,326.2448719,22994.77922,10549.18623,7815.714012,6661.039685,651.6095671,,,706.6871602,9306.857938,1189.460368,60201.57905
2014,16,,17786.9511,0,77362.82956,18875.35412,1237.360914,770.1011311,0.06886654,0.031314624,2667.644804,2517.954667,2654.750292,123873.0468
2015,16,0.0448758,1902.792115,2888.267159,100798.3791,78468.33861,76.91697542,0,0,0.156408989,7070.873488,58417.30862,30373.54423,279996.6216
2016,16,0.492986991,2083.2683,86555.9637,26553.9509,27214.5007,13795.23336,3023.429347,1.491840259,1.141256618,6617.574721,47515.71501,2255.040268,215617.8024
2017,16,,5571.905282,62871.1809,30082.90891,40428.74571,9516.887036,1390.523568,0,0.063321403,11695.84025,54658.23063,9615.863525,225832.1491
2018,16,0.052873003,2850.240049,46240.50846,19685.68672,12307.01352,18232.26176,,,,,,,99315.76339
1991,16.5,60606.6866,3345.11429,2297.877019,1599.302071,653.3525354,0,,183.7969653,0,687.7548316,6204.34152,12706.78243,88285.00826
1992,16.5,1635.535548,52356.23247,25027.53565,6244.632288,445.2010904,0,1318.625115,826.4461817,1310.79689,810.8764687,5342.162382,50332.33948,145650.3836
1993,16.5,0,4719.833173,4072.60928,9287.442217,2295.740057,0,14474.77664,1254.038882,2144.30191,3734.661426,20684.22807,34752.62531,97420.25696
1994,16.5,0,4103.435723,71395.7348,24621.70005,0,6049.053909,0,12564.66722,1883.216672,15910.0795,13833.83491,1490.14614,151851.8689
1995,16.5,104526.8259,32170.37782,9289.286965,7706.203354,7783.536451,3421.931235,1970.926814,67.66429957,2383.335802,24626.5407,686.2830194,31789.30796,226422.2203
1996,16.5,35664.13217,24949.69415,41542.24214,20225.10473,8267.633644,5989.471272,2320.217769,10806.89288,29599.48931,17627.45601,0,0,196992.3341
1997,16.5,36817.2463,26596.94902,165807.6317,63297.47472,42156.15304,21751.72173,4890.612886,2581.731529,6980.052698,7327.446128,3085.445014,,381292.4648
1998,16.5,14858.25542,7181.968085,4073.808169,7543.015945,9616.553752,39804.6683,0,1579.36138,3935.943131,8984.252093,2160.050032,0,99737.87631
1999,16.5,17952.36058,67257.20367,134575.7203,228917.0906,201754.0452,59274.60601,20373.74559,165.6663581,24358.55235,47805.62113,75130.55971,4844.498613,882409.6701
2000,16.5,0,33588.1812,24600.12652,99685.67467,24766.5349,1070.970849,455.1175819,,5637.447023,5265.379335,1560.819923,0,196630.252
2001,16.5,0,0,0,0,0,0,,,0,0,0,,0
2002,16.5,0,0,7707.438969,0,791.3747254,0,0,,5892.342188,,,,14391.15588
2003,16.5,0,0,0,0,0,0,0,,11202.87357,0,0,0,11202.87357
2004,16.5,,91010.01478,43607.17267,44336.11972,29581.11334,13871.7085,17703.37447,,19318.85292,14554.90404,11815.8352,3264.58651,289063.6822
2005,16.5,,98937.35868,90826.96184,146227.063,23470.12822,16844.65428,7091.43243,,42504.04139,47797.84835,,,473699.4882
2006,16.5,,18552.1211,179879.7397,139935.72,47443.48664,46703.31713,9026.757661,,92244.69789,195205.5462,56520.33635,13029.41101,798541.1337
2007,16.5,,137243.3207,408190.5206,354278.9168,53993.04281,6288.343717,934.5522548,,60898.62901,217980.6196,60468.17228,0,1300276.118
2008,16.5,,41873.45779,109290.4376,108204.2069,87517.74434,60896.64005,28917.52886,,,107536.1915,49673.98726,33131.81456,627042.0088
2009,16.5,,0,8729.247692,0,52873.70668,14540.33155,16303.55673,6281.249778,0,100657.4361,35754.48347,5392.663848,240532.6759
2010,16.5,,3907.279749,2334.93738,55405.61413,9270.598136,8242.345475,0,609.1516129,0,9093.720001,13619.97725,345.6676048,102829.2913
2011,16.5,,0,3233.146854,20951.95526,3003.861067,0,3924.295601,0,189.5241822,0,273.6052711,147.3398749,31723.72811
2012,16.5,,2232.298392,23609.11601,47729.81056,0,1506.121778,765.6287752,0,0,3576.94268,7623.542543,14849.38868,101892.8494
2013,16.5,,81.56121798,15192.97913,3553.410097,5129.06232,2997.467858,181.0026575,,,471.1247735,4028.341495,1019.537458,32654.48701
2014,16.5,,10095.29657,1294.193269,50853.88796,11899.67977,371.2082741,1347.676979,0.017216635,0.020876416,1143.276344,1558.733842,1222.582371,79786.57348
2015,16.5,0.0897516,2927.372484,1758.075662,20973.57578,23881.66827,0,0,0,0,4436.626502,21347.55969,21806.64714,97131.61529
2016,16.5,0.276831156,2287.51029,94143.15909,28190.32882,26281.43211,13721.65878,2015.619565,2.295138861,1.902094363,6476.775259,37656.54647,3833.568456,214611.0729
2017,16.5,,3283.444184,73087.7478,29180.42164,30530.26225,7082.334538,1807.680639,0,0,5468.18505,30947.02264,19231.72705,200618.8258
2018,16.5,0.013218251,981.450583,38067.06343,26752.3435,13926.35741,5209.217646,,,,,,,84936.44578
1991,17,79052.19991,3345.11429,4595.754038,4797.906212,653.3525354,0,,367.5939307,355.1556935,2274.881366,4431.672514,14612.79979,114486.4303
1992,17,3271.071096,43444.53332,27113.16362,5352.541961,1113.002726,0,527.4500462,275.4820606,357.490061,621.6719594,3092.830853,38411.52223,123580.7599
1993,17,0,4719.833173,509.0761599,12259.42373,2754.888068,0,5152.039144,456.0141388,536.0754776,3181.378251,0,46840.49498,76409.22312
1994,17,0,4103.435723,77345.37937,40449.9358,1426.344075,7258.864691,0,7732.102905,470.8041681,10606.71967,17088.85488,2980.292279,169462.7336
1995,17,33718.33093,0,2204.237585,3265.340404,3838.456332,1934.135046,422.3414602,22.55476652,1638.543364,22847.9572,457.5220129,34087.33022,104436.7493
1996,17,61601.68284,31187.11769,13847.41405,19550.93457,10699.2906,3593.682763,5156.039488,23157.62759,24863.57102,34667.33016,0,0,228324.6908
1997,17,40498.97093,14129.62917,69086.51321,35890.32072,24089.23031,10236.10434,2343.418675,2112.325797,4746.435835,6594.701515,1905.716038,,211633.3665
1998,17,6686.214939,2762.295417,1745.917787,2011.470919,5342.529862,21853.54338,0,1974.201725,562.2775901,3267.000761,1440.033355,0,47645.48574
1999,17,3590.472117,11209.53394,42670.35034,182052.1744,82109.20443,15598.58053,1697.812133,74.2642295,10632.70142,17825.82483,48396.98632,1937.799445,417795.7041
2000,17,0,56841.53742,49200.25304,86935.1814,26747.85769,3212.912547,606.8234425,,3523.404389,5265.379335,1560.819923,140.6923788,234034.8616
2001,17,0,0,0,0,0,0,,,0,0,0,,0
2002,17,0,0,0,0,0,0,0,,1262.644755,,,,1262.644755
2003,17,0,0,0,0,0,0,0,,0,6905.589093,0,0,6905.589093
2004,17,,42600.43245,19623.2277,38652.00181,15569.00702,1631.965706,7587.160489,,8279.508396,1617.21156,3500.988207,1088.195503,140149.6988
2005,17,,63421.38377,34060.11069,99828.09109,26823.00368,9264.559856,1090.989605,,21681.35445,14779.59785,,,270949.091
2006,17,,6184.040368,61602.65058,119411.8144,18689.85837,18347.73173,4103.071664,,53357.22721,77751.36164,16442.27967,7106.951458,382996.9871
2007,17,,77355.32622,150199.9751,194399.2005,22301.47421,4192.229145,311.5174183,,22954.09863,97591.79327,31863.46803,156.3065871,601325.3891
2008,17,,18319.63778,87313.55609,104573.1932,49672.23327,37382.09587,20303.79686,,,42971.28938,31365.95944,19422.09819,411323.8601
2009,17,,0,2909.749231,931.8449572,20006.26739,6543.149197,16303.55673,3533.203,0,84422.36577,19681.36705,2995.92436,157327.4277
2010,17,,651.2132916,0,22162.24565,1158.824767,3804.15945,0,4873.212903,0,4222.084286,9251.305301,0,46123.04565
2011,17,,0,1616.573427,4190.391051,0,0,923.3636708,1022.873024,0,1424.714117,0,147.3398749,9325.255165
2012,17,,0,3934.852668,15370.61696,0,0,255.2095917,0,0,953.8513812,5197.869916,7424.694342,33137.09486
2013,17,,0,3695.589518,888.3525243,0,499.5779763,36.20053151,,,235.5623867,138.9083274,339.8458194,5834.037084
2014,17,,3605.463062,0,47607.89511,9574.454988,742.4165482,962.6264139,0.03443327,0,0,359.7078096,1397.236996,64249.83536
2015,17,0.0598344,1024.580369,753.460998,14399.76845,13026.36451,153.8339508,0,0,0,2703.569275,20337.87782,10124.51474,62524.02995
2016,17,0.341298686,1388.845533,199434.8502,35405.26786,43232.17826,28510.14894,2855.46105,3.672222177,2.662932108,3660.786016,19170.60548,1353.024161,335017.8439
2017,17,,1193.979703,52654.61401,11732.33447,14788.09578,7524.980447,2224.837709,0,0.105535672,3341.668642,13915.02816,14589.58604,121965.2305
2018,17,0,551.2256699,42002.42585,26175.47355,11011.53842,4341.014705,,,,,,,84081.67819
