Year,CM,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,TOTAL
1991,3,0,0,0,0,0,0,,0,0,0,0,0,0
1992,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,3,0,0,0,0,0,0,0,0,0,0,0,,0
1998,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,3,0,0,0,0,0,0,0,,0,0,0,0,0
2001,3,0,0,0,0,0,0,,,0,0,0,,0
2002,3,0,0,0,0,0,0,0,,0,,,,0
2003,3,0,0,0,0,0,0,0,,0,0,0,0,0
2004,3,,0,0,0,0,0,0,,0,0,0,0,0
2005,3,,0,0,0,0,0,0,,0,0,,,0
2006,3,,0,0,0,0,0,0,,0,0,0,0,0
2007,3,,0,0,0,0,0,0,,0,0,0,0,0
2008,3,,0,0,0,0,0,0,,,0,0,0,0
2009,3,,0,0,0,0,0,0,0,0,0,0,0,0
2010,3,,0,0,0,0,0,0,0,0,0,0,0,0
2011,3,,0,0,0,0,0,0,0,0,0,0,0,0
2012,3,,0,0,0,0,0,0,0,0,0,0,0,0
2013,3,,0,0,0,0,0,0,,,0,0,0,0
2014,3,,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,3,,0,0,0,0,0,0,0,0,0,0,0,0
2018,3,0,0,0,0,0,0,,,,,,,0
1991,3.5,0,0,0,0,0,0,,0,0,0,0,0,0
1992,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,3.5,0,0,0,0,0,0,0,0,0,0,0,,0
1998,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,3.5,0,0,0,0,0,0,0,,0,0,0,0,0
2001,3.5,0,0,0,0,0,0,,,0,0,0,,0
2002,3.5,0,0,0,0,0,0,0,,0,,,,0
2003,3.5,0,0,0,0,0,0,0,,0,0,0,0,0
2004,3.5,,0,0,0,0,0,0,,0,0,0,0,0
2005,3.5,,0,0,0,0,0,0,,0,0,,,0
2006,3.5,,0,0,0,0,0,0,,0,0,0,0,0
2007,3.5,,0,0,0,0,0,0,,0,0,0,0,0
2008,3.5,,0,0,0,0,0,0,,,0,0,0,0
2009,3.5,,0,0,0,0,0,0,0,0,0,0,0,0
2010,3.5,,0,0,0,0,0,0,0,0,0,0,0,0
2011,3.5,,0,0,0,0,0,0,0,0,0,0,0,0
2012,3.5,,0,0,0,0,0,0,0,0,0,0,0,0
2013,3.5,,0,0,0,0,0,0,,,0,0,0,0
2014,3.5,,0,0,0,0,0,0,0,0,0,0,0,0
2015,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,3.5,,0,0,0,0,0,0,0,0,0,0,0,0
2018,3.5,0,0,0,0,0,0,,,,,,,0
1991,4,0,0,0,0,0,0,,0,0,0,0,0,0
1992,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,4,0,0,0,0,0,0,0,0,0,0,0,,0
1998,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,4,0,0,0,0,0,0,0,,0,0,0,0,0
2001,4,0,0,0,0,0,0,,,0,0,0,,0
2002,4,0,0,0,0,0,0,0,,0,,,,0
2003,4,0,0,0,0,0,0,0,,0,0,0,0,0
2004,4,,0,0,0,0,0,0,,0,0,0,0,0
2005,4,,0,0,0,0,0,0,,0,0,,,0
2006,4,,0,0,0,0,0,0,,0,0,0,0,0
2007,4,,0,0,0,0,0,0,,0,0,0,0,0
2008,4,,0,0,0,0,0,0,,,0,0,0,0
2009,4,,0,0,0,0,0,0,0,0,0,0,0,0
2010,4,,0,0,0,0,0,0,0,0,0,0,0,0
2011,4,,0,0,0,0,0,0,0,0,0,0,0,0
2012,4,,0,0,0,0,0,0,0,0,0,0,0,0
2013,4,,0,0,0,0,0,0,,,0,0,0,0
2014,4,,0,0,0,0,0,0,0,0,0,0,0,0
2015,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,4,,0,0,0,0,0,0,0,0,0,0,0,0
2018,4,0,0,0,0,0,0,,,,,,,0
1991,4.5,0,0,0,0,0,0,,183.7969653,0,0,0,0,183.7969653
1992,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,4.5,0,0,0,0,1172.861657,0,0,0,0,0,0,0,1172.861657
1996,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,4.5,0,0,0,0,752.7884471,0,0,0,0,0,0,,752.7884471
1998,4.5,0,552.4590834,0,0,0,0,0,0,0,0,0,0,552.4590834
1999,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,4.5,0,0,0,0,0,0,0,,0,0,0,0,0
2001,4.5,0,0,0,0,0,0,,,0,0,0,,0
2002,4.5,0,0,0,0,0,0,0,,0,,,,0
2003,4.5,0,0,0,0,0,0,0,,0,0,0,0,0
2004,4.5,,0,0,0,0,0,0,,0,0,0,0,0
2005,4.5,,0,0,0,0,0,0,,0,0,,,0
2006,4.5,,0,0,0,0,0,0,,0,0,0,0,0
2007,4.5,,0,0,0,0,0,0,,0,0,0,0,0
2008,4.5,,0,0,0,0,0,0,,,0,0,0,0
2009,4.5,,0,0,0,0,0,0,0,0,0,0,0,0
2010,4.5,,0,0,0,0,0,0,0,0,0,0,0,0
2011,4.5,,0,0,0,0,0,0,0,0,0,0,0,0
2012,4.5,,0,0,0,0,0,0,0,0,0,0,0,0
2013,4.5,,0,0,0,0,0,0,,,0,0,0,0
2014,4.5,,0,0,0,0,0,0,0,0,0,0,0,0
2015,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,4.5,,0,0,0,0,0,0,0,0,0,0,0,0
2018,4.5,0,0,0,0,0,0,,,,,,,0
1991,5,0,0,0,0,0,0,,1102.781792,0,0,0,0,1102.781792
1992,5,0,0,0,0,0,10.15861496,263.7250231,0,0,0,0,0,273.8836381
1993,5,0,0,0,0,0,0,245.3351973,114.0035347,0,0,2298.247563,0,2657.586295
1994,5,0,0,0,0,0,0,0,0,0,0,4068.774972,0,4068.774972
1995,5,0,0,0,0,1066.23787,0,422.3414602,0,0,0,0,0,1488.57933
1996,5,0,0,0,0,1945.325563,0,773.4059231,3859.604599,0,0,0,0,6578.336086
1997,5,0,0,0,0,1505.576894,0,0,0,0,104.6778018,0,,1610.254696
1998,5,1114.369157,1657.37725,0,0,534.2529862,0,0,0,0,0,0,0,3305.999393
1999,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,5,0,0,0,0,0,0,0,,0,0,3121.639846,0,3121.639846
2001,5,0,1869.236391,0,0,0,0,,,0,0,0,,1869.236391
2002,5,0,0,0,0,0,0,0,,0,,,,0
2003,5,0,0,0,29099.53692,0,0,0,,0,0,0,0,29099.53692
2004,5,,0,0,0,0,0,0,,0,0,0,0,0
2005,5,,0,0,0,0,0,0,,0,0,,,0
2006,5,,0,0,0,0,0,0,,0,0,0,0,0
2007,5,,0,0,0,0,0,0,,0,0,0,0,0
2008,5,,0,0,0,0,0,0,,,0,0,0,0
2009,5,,0,0,0,0,0,0,0,0,0,0,0,0
2010,5,,0,0,0,0,0,0,0,0,0,0,0,0
2011,5,,0,0,0,0,0,0,0,0,0,0,0,0
2012,5,,0,0,0,0,0,0,0,0,0,0,0,0
2013,5,,0,0,0,0,0,0,,,0,0,0,0
2014,5,,0,0,0,0,0,0,0,0,0,0,0,0
2015,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5,,0,0,0,0,0,0,0,0,0,0,0,0
2018,5,0,0,0,0,0,0,,,,,,,0
1991,5.5,0,0,0,0,0,0,,4227.330203,0,0,0,0,4227.330203
1992,5.5,0,0,0,892.0903269,0,10.15861496,263.7250231,0,0,0,0,0,1165.973965
1993,5.5,0,0,0,0,0,0,1472.011184,1140.035347,214.430191,553.2831742,0,0,3379.759896
1994,5.5,0,0,0,0,0,0,0,0,0,0,2441.264983,0,2441.264983
1995,5.5,0,0,0,1697.97701,12688.23065,6099.964376,703.9024336,0,0,0,0,0,21190.07447
1996,5.5,0,0,0,0,0,0,1289.009872,6175.367359,0,0,0,0,7464.37723
1997,5.5,0,0,0,0,0,0,0,0,0,0,0,,0
1998,5.5,1114.369157,2762.295417,0,0,0,0,0,0,0,2450.250571,0,0,6326.915145
1999,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,5.5,0,5167.412493,0,0,0,0,0,,0,0,0,0,5167.412493
2001,5.5,0,0,0,0,0,0,,,0,0,0,,0
2002,5.5,0,0,0,0,0,0,330.4073223,,0,,,,330.4073223
2003,5.5,0,6215.513566,7353.313061,54965.79197,0,0,0,,0,0,0,0,68534.6186
2004,5.5,,0,0,0,0,0,0,,0,0,0,0,0
2005,5.5,,0,0,0,0,0,0,,0,0,,,0
2006,5.5,,0,0,0,0,0,0,,0,0,0,0,0
2007,5.5,,0,0,0,0,0,0,,0,0,0,0,0
2008,5.5,,0,0,0,0,0,0,,,0,0,0,0
2009,5.5,,13101.54486,0,0,0,0,0,0,0,0,0,0,13101.54486
2010,5.5,,0,0,0,0,0,0,0,0,0,0,0,0
2011,5.5,,0,0,0,0,0,0,0,0,0,0,0,0
2012,5.5,,0,0,0,0,0,0,0,0,0,0,0,0
2013,5.5,,0,0,0,0,0,0,,,0,0,0,0
2014,5.5,,0,0,0,0,0,0,0,0,0,0,0,0
2015,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,5.5,,0,0,0,0,0,0,0,0,0,0,0,0
2018,5.5,0,0,0,0,0,0,,,,,,,0
1991,6,0,0,0,0,0,0,,12681.99061,1598.200621,52.90421782,0,0,14333.09545
1992,6,0,0,0,0,0,50.79307482,1318.625115,0,0,0,0,0,1369.41819
1993,6,3101.244789,0,0,0,0,0,490.6703947,3876.12018,643.2905731,1936.49111,0,0,10047.81705
1994,6,0,0,0,0,4279.032225,0,0,0,470.8041681,883.8933057,0,17881.75368,23515.48337
1995,6,0,0,157.4455418,5616.385495,34226.23563,7290.201328,11966.34137,0,148.9584876,0,0,0,59405.56785
1996,6,0,0,0,0,28207.22067,0,12890.09872,59437.91083,13023.7753,0,0,0,113559.0055
1997,6,0,0,0,0,6775.096024,0,101.8877685,0,0,0,0,,6876.983792
1998,6,1114.369157,4419.672668,581.9725955,0,0,0,0,0,0,0,0,0,6116.01442
1999,6,1795.236058,0,0,0,0,0,0,0,193.321844,1620.52953,0,0,3609.087433
2000,6,1628.81677,15502.23748,0,8113.950264,1981.322792,0,0,,0,0,1560.819923,0,28787.14723
2001,6,0,3738.472782,0,13865.7535,682.5290205,0,,,274.9320484,0,0,,18561.68735
2002,6,31104.6988,2680.112008,0,0,0,0,6608.146445,,0,,,,40392.95726
2003,6,0,13466.94606,40443.22183,74365.48325,0,0,15200.05382,,0,0,0,0,143475.705
2004,6,,0,0,0,0,0,0,,1149.931722,0,0,0,1149.931722
2005,6,,0,0,0,0,0,0,,0,0,,,0
2006,6,,0,0,0,0,0,0,,0,0,0,0,0
2007,6,,0,0,0,9390.094402,0,0,,0,0,0,0,9390.094402
2008,6,,0,3563.818616,0,0,0,0,,,0,0,0,3563.818616
2009,6,,13101.54486,1454.874615,0,0,0,0,0,0,0,0,0,14556.41948
2010,6,,0,0,0,0,0,0,0,0,0,0,0,0
2011,6,,0,0,0,0,0,0,0,0,0,0,0,0
2012,6,,0,0,0,0,0,0,0,0,0,0,0,0
2013,6,,0,0,0,0,0,0,,,0,0,0,0
2014,6,,0,0,0,0,0,0,0,0,0,0,0,0
2015,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,6,0,0,154.8407222,74.38081483,0,0,0,0,0,0,0,0,229.221537
2017,6,,0,0,0,0,0,0,0,0,0,0,0,0
2018,6,0,0,0,0,0,0,,,,,,,0
1991,6.5,15810.43998,3345.11429,0,1599.302071,0,0,,20769.05708,4617.024015,52.90421782,0,0,46193.84166
1992,6.5,1635.535548,0,0,2676.270981,74.20018174,121.9033796,2900.975254,826.4461817,0,0,0,0,8235.331526
1993,6.5,43417.42704,0,0,0,0,318.9307943,736.005592,9804.303984,1501.011337,2213.132697,13789.48538,0,71780.29682
1994,6.5,0,0,0,0,48495.69855,1209.810782,0,966.5128631,10357.6917,3535.573223,0,71527.0147,136092.3018
1995,6.5,0,0,157.4455418,9012.339515,31560.64095,24697.41674,30267.80465,112.7738326,2979.169752,273.62823,0,0,99061.21921
1996,6.5,0,0,0,0,51551.12743,0,20108.554,91858.58946,87614.48835,9988.891741,2422.684106,0,263544.3351
1997,6.5,1840.862315,0,0,0,8280.672918,0,305.6633054,0,0,0,544.4902966,,10971.68883
1998,6.5,11515.14795,8839.345335,4073.808169,1005.735459,1068.505972,0,0,0,3373.665541,2450.250571,0,0,32326.459
1999,6.5,10771.41635,0,0,0,0,0,0,0,386.643688,24307.94295,921.8473584,0,36387.85035
2000,6.5,3257.633539,105931.9561,0,55638.5161,1981.322792,0,0,,6342.127901,1755.126445,1560.819923,0,176467.5028
2001,6.5,1278.940029,3738.472782,0,25284.60933,8872.877267,0,,,137.4660242,0,0,,39312.36543
2002,6.5,74651.27713,45561.90414,0,2116.211257,0,0,33701.54687,,0,,,,156030.9394
2003,6.5,0,16574.70284,113976.3524,122864.7115,0,0,15200.05382,,0,0,0,0,268615.8206
2004,6.5,,0,0,0,0,0,0,,459.9726887,0,0,0,459.9726887
2005,6.5,,0,0,0,0,0,0,,0,314.4595286,,,314.4595286
2006,6.5,,16490.77431,0,3731.619199,0,0,0,,0,0,0,0,20222.39351
2007,6.5,,0,3534.117062,0,32865.33041,0,4361.243856,,0,0,0,0,40760.69133
2008,6.5,,0,0,0,0,0,615.2665715,,,0,0,0,615.2665715
2009,6.5,,0,8729.247692,0,0,0,0,0,0,0,0,0,8729.247692
2010,6.5,,0,0,0,0,0,0,0,0,0,0,0,0
2011,6.5,,0,0,0,0,0,0,0,0,0,0,0,0
2012,6.5,,0,0,2426.93952,0,0,0,0,0,0,0,0,2426.93952
2013,6.5,,0,0,0,0,249.7889882,0,,,0,0,0,249.7889882
2014,6.5,,0,0,0,0,0,0,0,0,0,0,0,0
2015,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,6.5,0,0,0,0,155.5114326,0,0,0,0,0,0,0,155.5114326
2017,6.5,,0,0,0,0,0,0,0,0,0,0,0,0
2018,6.5,0,0,0,0,0,0,,,,,,,0
1991,7,31620.87996,3345.11429,4595.754038,799.6510353,0,0,,22607.02674,13673.4942,105.8084356,0,0,76747.7287
1992,7,14719.81993,0,0,0,148.4003635,365.7101387,7648.02567,0,0,0,0,0,22881.95611
1993,7,74429.87493,0,0,0,918.2960227,0,490.6703947,5586.1732,4288.603821,2213.132697,16087.73294,1510.983709,105525.4677
1994,7,2088.748426,0,0,5276.078582,125518.2786,2419.621564,466.1293411,6765.590042,33897.9001,5303.359834,813.7549945,180307.6829,362857.1444
1995,7,5057.749639,0,0,18416.51988,38384.56332,39724.15826,43501.1704,394.7084142,10427.09413,2599.468185,0,0,158505.4322
1996,7,0,0,0,0,66627.40055,0,27069.20731,122735.4263,236795.9145,32904.58456,7268.052317,2363.549682,495764.1351
1997,7,0,0,0,5220.410287,27853.17254,0,1120.765453,234.7028663,0,0,4900.412669,,39329.46382
1998,7,17829.9065,27622.95417,19205.09565,6537.280486,5876.782849,0,0,0,8434.163851,5717.251332,0,0,91223.43485
1999,7,46676.13752,0,0,0,0,0,0,0,193.321844,72923.82885,0,0,119793.2882
2000,7,14659.35093,165357.1998,0,66070.73786,18822.56652,2141.941698,0,,20083.40502,3510.25289,29655.57853,0,320301.0332
2001,7,2557.880059,13084.65474,1069.322366,119897.9862,22523.45768,0,,,2061.990363,355.567471,0,,161550.8589
2002,7,155523.494,211728.8487,2569.146323,6348.633772,0,2171.051066,36014.39813,,0,,,,414355.572
2003,7,0,33149.40569,224276.0483,190763.6309,0,14275.30723,21280.07535,,0,0,0,0,483744.4676
2004,7,,7745.533173,8721.434534,2273.647165,29581.11334,0,0,,1149.931722,0,0,0,49471.65993
2005,7,,5073.710702,0,2812.058904,0,0,0,,0,943.3785859,,,8829.148192
2006,7,,6184.040368,0,9329.047997,5750.725653,0,0,,0,0,0,0,21263.81402
2007,7,,0,1767.058531,9084.074789,38734.13941,0,3115.174183,,0,0,0,0,52700.44691
2008,7,,0,4751.758155,2904.810923,0,1205.87406,615.2665715,,,0,0,0,9477.709709
2009,7,,13101.54486,16003.62077,0,0,727.0165775,858.081933,0,0,295.1830971,0,0,30985.44724
2010,7,,0,0,2216.224565,0,0,0,0,0,324.7757143,0,0,2541.00028
2011,7,,0,0,0,0,0,0,0,0,0,0,0,0
2012,7,,8929.193567,0,0,0,0,0,0,0,0,0,0,8929.193567
2013,7,,0,0,0,0,582.8409724,0,,,0,0,0,582.8409724
2014,7,,0,0,0,0,0,0,0,0,0,479.6104128,0,479.6104128
2015,7,0,0,0,0,930.454608,0,0,0.81841344,0,0,0,0,931.2730214
2016,7,0,0,154.8407222,0,622.0457304,0,0,0,0,0,0,0,776.8864526
2017,7,,0,157.1779523,0,0,0,0,0,0,0,0,0,157.1779523
2018,7,0,0,0,1370.066109,0,0,,,,,,,1370.066109
1991,7.5,36891.02663,10035.34287,4595.754038,0,0,0,,21136.65101,22907.54223,476.1379603,0,0,96042.45474
1992,7.5,13084.28439,0,0,892.0903269,445.2010904,741.5788923,15559.77636,826.4461817,0,0,0,0,31549.37724
1993,7.5,148859.7499,0,0,0,1377.444034,318.9307943,245.3351973,1368.042416,3645.313248,4702.90698,18385.98051,7554.918545,186458.6216
1994,7.5,2088.748426,0,0,3517.385721,99844.08524,2419.621564,466.1293411,6765.590042,40018.35429,2651.679917,1627.509989,189248.5597,348647.6643
1995,7.5,18545.08201,0,157.4455418,17632.83818,32733.50261,22019.3836,58283.12151,1093.906176,20556.27129,6430.263405,228.7610065,0,177680.5753
1996,7.5,0,0,0,0,49605.80187,0,25522.39546,115016.2171,291258.9748,29379.09336,7268.052317,14181.29809,532231.833
1997,7.5,1840.862315,831.1546569,0,11093.37186,54953.55664,0,2241.530906,938.8114652,279.2021079,209.3556036,7895.109301,,80282.95485
1998,7.5,33802.53108,51378.69476,47139.78024,13074.56097,10685.05972,2341.451077,0,0,7309.608671,21235.50495,3600.083387,0,190567.2749
1999,7.5,111304.6356,16814.30092,0,0,0,0,0,0,386.643688,89939.38891,1382.771038,645.9331484,220473.6733
2000,7.5,22803.43478,428895.2369,0,117072.711,51514.39259,0,910.2351638,,14445.958,9360.674373,35898.85823,0,680901.501
2001,7.5,15347.28035,33646.25504,0,198198.7118,33443.922,391.8005467,,,10997.28194,0,0,,292025.2517
2002,7.5,62209.39761,490460.4975,15414.87794,0,791.3747254,8141.441496,37666.43474,,841.7631698,,,,615525.7872
2003,7.5,0,51795.94639,352959.0269,316861.6243,9188.381905,12847.7765,82080.29063,,2800.718393,0,0,0,828533.765
2004,7.5,,23236.59952,6541.075901,7957.765078,18682.80842,0,0,,0,0,0,0,56418.24892
2005,7.5,,5073.710702,14597.1903,8436.176712,0,3368.930857,0,,0,1257.838114,,,32733.84668
2006,7.5,,22674.81468,0,20523.90559,8626.08848,0,0,,0,827.1421451,0,0,52651.9509
2007,7.5,,0,3534.117062,0,75120.75522,0,10280.0748,,0,0,0,0,88934.94708
2008,7.5,,0,1187.939539,5083.419115,9461.377766,1808.811091,615.2665715,,,0,0,0,18156.81408
2009,7.5,,0,45101.11308,9318.449572,5716.076398,1454.033155,2574.245799,0,0,590.3661942,0,0,64754.28419
2010,7.5,,0,0,15513.57196,5794.123835,0,0,0,0,0,0,0,21307.69579
2011,7.5,,0,0,1396.797017,0,0,0,0,0,0,0,0,1396.797017
2012,7.5,,20090.68553,0,808.97984,2952.11263,1506.121778,0,0,0,0,0,0,25357.89977
2013,7.5,,0,0,0,244.2410629,915.8929566,0,,,0,0,0,1160.134019
2014,7.5,,0,0,0,0,0,0,0,0,0,6115.032763,0,6115.032763
2015,7.5,0,0,0,626.0768891,1860.909216,0,0,0,0,0,0,0,2486.986105
2016,7.5,0,0,309.6814444,966.9505928,3576.76295,0,2519.524456,0,0,0,0,0,7372.919443
2017,7.5,,0,0,0,0,0,0,0,0,0,0,0,0
2018,7.5,0,0,0,360.5437129,0,0,,,,,,,360.5437129
1991,8,79052.19991,13380.45716,6893.631057,1599.302071,0,0,,15990.33599,20066.29668,581.946396,0,0,137564.1693
1992,8,29439.63987,3341.887179,0,892.0903269,519.4012722,1046.337341,26108.77729,1101.928242,0,0,0,0,62450.06151
1993,8,226390.8696,21239.24928,509.0761599,1114.493066,1377.444034,0,0,1026.031812,3002.022674,4702.90698,9192.990253,39285.57643,307840.6603
1994,8,0,0,0,1758.692861,42790.32225,3629.432345,466.1293411,11598.15436,54613.2835,2651.679917,1627.509989,126662.4219,245797.6264
1995,8,48891.57985,2680.864818,314.8910836,20506.33774,30281.15551,15473.08037,50680.97522,845.8037446,52135.47066,16417.6938,0,0,238227.8528
1996,8,3242.193834,2079.141179,1538.601561,0,25775.56371,0,27584.81126,124279.2681,299546.8318,23503.27469,7268.052317,23635.49682,538453.2353
1997,8,0,3324.618628,0,13051.02572,43661.72993,0,1935.867601,2581.731529,837.6063238,628.0668109,8348.851215,,74369.49775
1998,8,48660.7865,98890.17594,136763.5599,34195.00562,20301.61348,12487.73908,0,0,8996.441442,40020.75932,720.0166775,0,401036.098
1999,8,197475.9664,28023.83486,16411.67321,3604.993552,2345.977269,0,0,0,193.321844,74544.35838,1382.771038,0,323982.8966
2000,8,35833.96893,695016.9803,231241.1893,151846.7835,125813.9973,2141.941698,1061.941024,,27482.55424,23986.72808,96770.83522,0,1391196.92
2001,8,26857.74062,76638.69204,8554.578929,200645.6095,39586.68319,2350.80328,,,9760.087718,1600.05362,0,,365994.2489
2002,8,105755.9759,967520.435,64228.65808,6348.633772,1582.749451,9769.729796,40309.69332,,0,,,,1195515.875
2003,8,14842.44828,95304.54135,411785.5314,533491.5103,55130.29143,21412.96084,136800.4844,,23806.10634,0,0,0,1292573.874
2004,8,,65837.03197,39246.4554,10231.41224,108983.0491,0,0,,2069.877099,0,0,0,226367.8259
2005,8,,17757.98746,12975.28026,5624.117808,0,3368.930857,545.4948023,,0,4087.973872,,,44359.78506
2006,8,,39165.589,1232.053012,29852.95359,41692.76099,0,2461.842999,,904.3597832,3308.56858,0,0,118618.1279
2007,8,,831.7777013,15903.52678,7267.259831,56340.56641,0,9034.00513,,0,0,0,0,89377.13585
2008,8,,0,7721.607001,31226.71742,25230.34071,21705.73309,2153.433,,,0,0,0,88037.83122
2009,8,,0,56740.11,13045.8294,18577.24829,6543.149197,11155.06513,0,0,2656.647874,656.0455682,0,109374.0955
2010,8,,0,0,62054.28783,17382.3715,0,0,304.5758064,0,0,0,0,79741.23514
2011,8,,0,1616.573427,5587.188068,5006.435112,0,0,0,0,0,273.6052711,0,12483.80188
2012,8,,29019.87909,0,12134.6976,4674.178331,2259.182666,1786.467142,0,0,0,0,0,49874.40483
2013,8,,0,0,0,244.2410629,666.1039685,0,,,0,0,0,910.3450313
2014,8,,0,0,0,0,0,0,0,0,0,5275.714541,0,5275.714541
2015,8,0,0,0,1252.153778,930.454608,0,0,0,0,0,0,0,2182.608386
2016,8,0.003792208,0,619.3628888,223.1424445,6220.457304,809.3203569,6046.858694,0,0,0,68.46644814,0,13987.61193
2017,8,,0,0,0,119.2588369,663.968863,0,0,0.084428538,0,1558.483154,0,2341.795283
2018,8,0,0,0,1370.066109,0,1157.603921,,,,,,,2527.67003
1991,8.5,68511.90659,26760.91432,13787.26211,2398.953106,0,1070.064515,,8822.254337,18645.67391,317.4253069,0,635.3391213,140949.7933
1992,8.5,22897.49767,22279.24786,0,0,890.4021808,965.0684215,20570.5518,1101.928242,0,0,0,0,68704.69618
1993,8.5,257403.3175,18879.33269,509.0761599,742.9953774,918.2960227,318.9307943,245.3351973,570.0176735,3538.098152,4702.90698,4596.495126,86126.07141,378550.873
1994,8.5,18798.73583,8206.871446,0,0,18542.47297,1209.810782,932.2586822,16430.71867,71562.23355,7071.146445,813.7549945,165406.2215,308974.2249
1995,8.5,77552.16114,2680.864818,629.7821671,26514.56408,37958.06817,8480.438279,36180.58509,733.029912,96376.14148,29278.22061,686.2830194,0,317070.1388
1996,8.5,6484.387668,0,13847.41405,674.1701577,6808.639472,239.5788509,26553.60336,119647.7426,400185.0955,47006.54937,12113.42053,9454.19873,643014.8002
1997,8.5,0,9142.701226,8290.381585,10440.82057,33122.69167,0,1018.877685,3051.137262,3071.223187,1360.811424,6443.135176,,75941.77979
1998,8.5,99550.31132,165737.725,193796.8743,100573.5459,45411.50383,24194.99446,2421.151785,394.840345,23615.65878,35120.25818,720.0166775,0,691536.8807
1999,8.5,249537.8121,95281.03853,49235.01962,14419.97421,2345.977269,12478.86442,0,0,0,47805.62113,1382.771038,1291.866297,473778.9447
2000,8.5,100986.6397,968889.8424,206641.0627,146051.1048,114916.7219,4283.883396,0,,33472.3417,31007.23386,115500.6743,0,1721749.505
2001,8.5,38368.20088,186923.6391,31010.34862,178623.5304,21158.39964,1567.202187,,,13471.67037,6044.647007,0,,477167.6382
2002,8.5,24883.75904,1037203.347,133595.6088,2116.211257,791.3747254,7598.67873,27754.21507,,841.7631698,,,,1234784.958
2003,8.5,2473.741381,128453.947,636061.5797,850353.1346,112557.6783,38543.32951,243200.8611,,42010.7759,0,0,0,2053655.048
2004,8.5,,183956.4129,47967.88994,26146.9424,88743.34001,0,0,,5749.658609,0,0,0,352564.2438
2005,8.5,,40589.68561,16219.10033,36556.76575,0,14317.95614,545.4948023,,1073.334379,1572.297643,,,110874.6347
2006,8.5,,26797.50826,1232.053012,18658.09599,60382.61936,0,3282.457331,,2713.07935,16129.27183,342.547493,0,129537.6326
2007,8.5,,0,37108.22915,12717.7047,71599.46982,0,15887.38833,,0,256.146439,0,0,137568.9384
2008,8.5,,0,11285.42562,66084.4485,51249.12957,44617.34024,3076.332858,,,0,0,0,176312.6768
2009,8.5,,13101.54486,93111.97538,52183.3176,54302.72578,18902.43101,18877.80253,5496.093556,0,6494.028136,2624.182273,0,265094.1011
2010,8.5,,0,0,101946.33,27811.79441,0,0,913.7274193,0,0,0,0,130671.8518
2011,8.5,,0,0,6983.985085,2002.574045,0,0,0,0,0,273.6052711,0,9260.164401
2012,8.5,,35716.77427,0,18606.53632,0,3765.304444,6890.658977,0,0,0,0,0,64979.27401
